gutenberg_id,title,authors,languages,subjects,bookshelves,download_count,copyright
84,"Frankenstein; Or, The Modern Prometheus","Shelley, Mary Wollstonecraft",en,"Frankenstein's monster (Fictitious character) -- Fiction, Frankenstein, Victor (Fictitious character) -- Fiction, Gothic fiction","Category: British Literature, Category: Classics of Literature, Category: Novels",303668,false
2701,"Moby Dick; Or, The Whale","Melville, Herman",en,"Adventure stories, Ahab, Captain (Fictitious character) -- Fiction, Mentally ill -- Fiction","Best Books Ever Listings, Category: Adventure, Category: American Literature",119658,false
1342,Pride and Prejudice,"Austen, Jane",en,"Courtship -- Fiction, Domestic fiction, England -- Fiction","Best Books Ever Listings, Category: British Literature, Category: Classics of Literature",85862,false
1513,Romeo and Juliet,"Shakespeare, William",en,"Conflict of generations -- Drama, Juliet (Fictitious character) -- Drama, Romeo (Fictitious character) -- Drama","Category: British Literature, Category: Classics of Literature, Category: Plays/Films/Dramas",73678,false
43,The Strange Case of Dr. Jekyll and Mr. Hyde,"Stevenson, Robert Louis",en,"Horror tales, London (England) -- Fiction, Multiple personality -- Fiction","Category: British Literature, Category: Classics of Literature, Category: Crime, Thrillers and Mystery",66198,false
11,Alice's Adventures in Wonderland,"Carroll, Lewis",en,"Alice (Fictitious character from Carroll) -- Juvenile fiction, Children's stories, Fantasy fiction","Category: British Literature, Category: Children & Young Adult Reading, Category: Classics of Literature",63687,false
100,The Complete Works of William Shakespeare,"Shakespeare, William",en,"English drama -- Early modern and Elizabethan, 1500-1600","Category: British Literature, Category: Classics of Literature, Category: Plays/Films/Dramas",57637,false
8492,The King in Yellow,"Chambers, Robert W. (Robert William)",en,"Horror tales, American, Short stories, American, United States -- Social life and customs -- 19th century -- Fiction","Category: American Literature, Category: Crime, Thrillers and Mystery, Category: Science-Fiction & Fantasy",54653,false
2641,A Room with a View,"Forster, E. M. (Edward Morgan)",en,"British -- Italy -- Fiction, England -- Fiction, Florence (Italy) -- Fiction","Category: British Literature, Category: Novels, Category: Romance",53757,false
145,Middlemarch,"Eliot, George",en,"Bildungsromans, City and town life -- Fiction, Didactic fiction","Best Books Ever Listings, Category: British Literature, Category: Classics of Literature",53611,false
25344,The Scarlet Letter,"Hawthorne, Nathaniel",en,"Adultery -- Fiction, Boston (Mass.) -- History -- Colonial period, ca. 1600-1775 -- Fiction, Clergy -- Fiction","Banned Books from Anne Haight's list, Category: American Literature, Category: Classics of Literature",52774,false
37106,"Little Women; Or, Meg, Jo, Beth, and Amy","Alcott, Louisa May",en,"Autobiographical fiction, Bildungsromans, Domestic fiction","Category: American Literature, Category: Children & Young Adult Reading, Category: Classics of Literature",50651,false
345,Dracula,"Stoker, Bram",en,"Dracula, Count (Fictitious character) -- Fiction, Epistolary fiction, Gothic fiction","Category: British Literature, Category: Classics of Literature, Category: Crime, Thrillers and Mystery",46309,false
16328,Beowulf: An Anglo-Saxon Epic Poem,Unknown,en,"Dragons -- Poetry, Epic poetry, English (Old), Monsters -- Poetry","Category: British Literature, Category: Classics of Literature, Category: Mythology, Legends & Folklore",45256,false
67979,The Blue Castle: a novel,"Montgomery, L. M. (Lucy Maud)",en,"Canada -- History -- 1914-1945 -- Fiction, Choice (Psychology) -- Fiction, Love -- Fiction","Category: Novels, Category: Romance",45022,false
16389,The Enchanted April,"Von Arnim, Elizabeth",en,"British -- Italy -- Fiction, Domestic fiction, Female friendship -- Fiction","Bestsellers, American, 1895-1923, Category: British Literature, Category: Novels",44431,false
2554,Crime and Punishment,"Dostoyevsky, Fyodor",en,"Crime -- Psychological aspects -- Fiction, Detective and mystery stories, Murder -- Fiction","Best Books Ever Listings, Category: Classics of Literature, Category: Crime, Thrillers and Mystery",43493,false
1260,Jane Eyre: An Autobiography,"Brontë, Charlotte",en,"Bildungsromans, Charity-schools -- Fiction, Country homes -- Fiction","Category: British Literature, Category: Classics of Literature, Category: Novels",43410,false
394,Cranford,"Gaskell, Elizabeth Cleghorn",en,"England -- Fiction, Female friendship -- Fiction, Older women -- Fiction","Category: British Literature, Category: Novels",40895,false
2160,The Expedition of Humphry Clinker,"Smollett, T. (Tobias)",en,"Epistolary fiction, Great Britain -- Fiction, Travelers -- Fiction","Best Books Ever Listings, Category: British Literature, Category: Classics of Literature",40505,false
6761,The Adventures of Ferdinand Count Fathom — Complete,"Smollett, T. (Tobias)",en,"Adventure stories, Gothic fiction","Best Books Ever Listings, Category: British Literature, Category: Novels",40286,false
174,The Picture of Dorian Gray,"Wilde, Oscar",en,"Appearance (Philosophy) -- Fiction, Conduct of life -- Fiction, Didactic fiction","Category: British Literature, Category: Classics of Literature, Category: Novels",40087,false
6593,"History of Tom Jones, a Foundling","Fielding, Henry",en,"Bildungsromans, England -- Fiction, Foundlings -- Fiction","Banned Books from Anne Haight's list, Best Books Ever Listings, Category: British Literature",39852,false
1259,Twenty years after,"Dumas, Alexandre, Maquet, Auguste",en,"France -- History -- Louis XIV, 1643-1715 -- Fiction","Adventure, Category: Adventure, Category: French Literature",39501,false
4085,The Adventures of Roderick Random,"Smollett, T. (Tobias)",en,"England -- Fiction, Impressment -- Fiction, Picaresque literature","Best Books Ever Listings, Category: British Literature, Category: Novels",39468,false
5197,My Life — Volume 1,"Wagner, Richard",en,"Composers -- Germany -- Biography, Wagner, Richard, 1813-1883","Category: Biographies, Category: Music",38965,false
2542,A Doll's House : a play,"Ibsen, Henrik",en,"Man-woman relationships -- Drama, Marriage -- Drama, Norwegian drama -- Translations into English","Best Books Ever Listings, Category: Classics of Literature, Category: Plays/Films/Dramas",38765,false
46,A Christmas Carol in Prose; Being a Ghost Story of Christmas,"Dickens, Charles",en,"Christmas stories, Ghost stories, London (England) -- Fiction","Category: British Literature, Category: Classics of Literature, Category: Novels",38570,false
844,The Importance of Being Earnest: A Trivial Comedy for Serious People,"Wilde, Oscar",en,"Comedy plays, England -- Drama, Foundlings -- Drama","Category: British Literature, Category: Plays/Films/Dramas, Plays",37793,false
64317,The Great Gatsby,"Fitzgerald, F. Scott (Francis Scott)",en,"First loves -- Fiction, Long Island (N.Y.) -- Fiction, Married women -- Fiction","Category: American Literature, Category: Classics of Literature, Category: Novels",36990,false
1080,"A Modest Proposal: For preventing the children of poor people in Ireland, from being a burden on their parents or country, and for making them beneficial to the publick","Swift, Jonathan",en,"Ireland -- Politics and government -- 18th century -- Humor, Political satire, English, Religious satire, English","Category: British Literature, Category: Classics of Literature, Category: Essays, Letters & Speeches",34891,false
98,A Tale of Two Cities,"Dickens, Charles",en,"British -- France -- Paris -- Fiction, Executions and executioners -- Fiction, France -- History -- Revolution, 1789-1799 -- Fiction","Category: British Literature, Category: Classics of Literature, Category: Historical Novels",32071,false
768,Wuthering Heights,"Brontë, Emily",en,"Domestic fiction, Foundlings -- Fiction, Heathcliff (Fictitious character : Brontë) -- Fiction","Best Books Ever Listings, Category: British Literature, Category: Classics of Literature",31625,false
1661,The Adventures of Sherlock Holmes,"Doyle, Arthur Conan",en,"Detective and mystery stories, English, Holmes, Sherlock (Fictitious character) -- Fiction, Private investigators -- England -- Fiction","Banned Books from Anne Haight's list, Category: British Literature, Category: Crime, Thrillers and Mystery",30632,false
76,Adventures of Huckleberry Finn,"Twain, Mark",en,"Adventure stories, Bildungsromans, Boys -- Fiction","Banned Books List from the American Library Association, Banned Books from Anne Haight's list, Best Books Ever Listings",30534,false
1184,The Count of Monte Cristo,"Dumas, Alexandre, Maquet, Auguste",en,"Adventure stories, Dantès, Edmond (Fictitious character) -- Fiction, France -- History -- 19th century -- Fiction","Adventure, Category: Adventure, Category: Classics of Literature",30069,false
3207,Leviathan,"Hobbes, Thomas",en,"Political science -- Early works to 1800, State, The -- Early works to 1800","Category: History - Early Modern (c. 1450-1750), Category: Philosophy & Ethics, Harvard Classics",28412,false
5200,Metamorphosis,"Kafka, Franz",en,"Metamorphosis -- Fiction, Psychological fiction","Category: Classics of Literature, Category: German Literature, Category: Novels",26911,true
41445,"Frankenstein; Or, The Modern Prometheus","Shelley, Mary Wollstonecraft",en,"Frankenstein's monster (Fictitious character) -- Fiction, Frankenstein, Victor (Fictitious character) -- Fiction, Gothic fiction","Category: British Literature, Category: Classics of Literature, Category: Novels",26506,false
28054,The Brothers Karamazov,"Dostoyevsky, Fyodor",en,"Brothers -- Fiction, Didactic fiction, Fathers and sons -- Fiction","Best Books Ever Listings, Category: Classics of Literature, Category: Novels",26176,false
1998,Thus Spake Zarathustra: A Book for All and None,"Nietzsche, Friedrich Wilhelm",en,"Philosophy, German, Superman (Philosophical concept)","Category: Classics of Literature, Category: German Literature, Category: Philosophy & Ethics",26056,false
2591,Grimms' Fairy Tales,"Grimm, Jacob, Grimm, Wilhelm",en,Fairy tales -- Germany,"Category: Children & Young Adult Reading, Category: German Literature, Category: Mythology, Legends & Folklore",26003,false
1400,Great Expectations,"Dickens, Charles",en,"Benefactors -- Fiction, Bildungsromans, England -- Fiction","Best Books Ever Listings, Category: British Literature, Category: Classics of Literature",25798,false
41,The Legend of Sleepy Hollow,"Irving, Washington",en,"Ghosts -- Fiction, New York (State) -- History -- 1775-1865 -- Fiction","Category: American Literature, Category: Mythology, Legends & Folklore, Category: Short Stories",25577,false
6130,The Iliad,Homer,en,"Achilles (Mythological character) -- Poetry, Classical literature, Epic poetry, Greek -- Translations into English","Category: Classics of Literature, Category: Mythology, Legends & Folklore, Category: Poetry",25009,false
1232,The Prince,"Machiavelli, Niccolò",en,"Political ethics -- Early works to 1800, Political science -- Philosophy -- Early works to 1800, State, The -- Early works to 1800","Banned Books from Anne Haight's list, Category: History - Early Modern (c. 1450-1750), Category: Philosophy & Ethics",24919,false
74,"The Adventures of Tom Sawyer, Complete","Twain, Mark",en,"Adventure stories, Bildungsromans, Boys -- Fiction","Banned Books List from the American Library Association, Banned Books from Anne Haight's list, Category: Adventure",24606,false
4300,Ulysses,"Joyce, James",en,"Alienation (Social psychology) -- Fiction, Artists -- Fiction, City and town life -- Fiction","Banned Books List from the American Library Association, Banned Books from Anne Haight's list, Best Books Ever Listings",24112,false
7370,Second Treatise of Government,"Locke, John",en,"Liberty -- Early works to 1800, Political science -- Early works to 1800, Toleration -- Early works to 1800","Category: History - Early Modern (c. 1450-1750), Category: Philosophy & Ethics, Category: Politics",23941,false
2600,War and Peace,"Tolstoy, Leo, graf",en,"Aristocracy (Social class) -- Russia -- Fiction, Historical fiction, Napoleonic Wars, 1800-1815 -- Campaigns -- Russia -- Fiction","Best Books Ever Listings, Category: Classics of Literature, Category: Historical Novels",23900,false
205,"Walden, and On The Duty Of Civil Disobedience","Thoreau, Henry David",en,"Authors, American -- 19th century -- Biography, Civil disobedience, Government, Resistance to","Category: American Literature, Category: Essays, Letters & Speeches, Category: Philosophy & Ethics",23641,false
3296,The Confessions of St. Augustine,"Augustine, Saint, Bishop of Hippo",en,"Augustine, Saint, Bishop of Hippo, Bishops -- Algeria -- Hippo (Extinct city) -- Biography, Catholic Church -- Bishops -- Biography","Category: Biographies, Category: Classics of Literature, Category: Philosophy & Ethics",23423,false
45,Anne of Green Gables,"Montgomery, L. M. (Lucy Maud)",en,"Bildungsromans, Canada -- History -- 1867-1914 -- Fiction, Country life -- Prince Edward Island -- Fiction","Canada, Category: Children & Young Adult Reading, Category: Classics of Literature",23353,false
2148,The Works of Edgar Allan Poe — Volume 2,"Poe, Edgar Allan",en,"American fiction -- 19th century, Fantasy fiction, Horror tales, American","Category: American Literature, Category: Crime, Thrillers and Mystery, Category: Short Stories",22323,false
55,The Wonderful Wizard of Oz,"Baum, L. Frank (Lyman Frank)",en,"Courage -- Juvenile fiction, Cowardly Lion (Fictitious character) -- Juvenile fiction, Cyclones -- Juvenile fiction","Category: Adventure, Category: American Literature, Category: Children & Young Adult Reading",22154,false
1952,The Yellow Wallpaper,"Gilman, Charlotte Perkins",en,"Feminist fiction, Married women -- Psychology -- Fiction, Mentally ill women -- Fiction","Category: American Literature, Category: Short Stories, Gothic Fiction",22061,false
26471,Spoon River Anthology,"Masters, Edgar Lee",en,American poetry,"",21884,false
36034,"White Nights and Other Stories: The Novels of Fyodor Dostoevsky, Volume X","Dostoyevsky, Fyodor",en,"Dostoyevsky, Fyodor, 1821-1881 -- Translations into English, Russian fiction -- Translations into English","Category: Russian Literature, Category: Short Stories",21109,false
4363,Beyond Good and Evil,"Nietzsche, Friedrich Wilhelm",en,"Ethics, Philosophy, German","Atheism, Category: Philosophy & Ethics, Philosophy",20511,false
408,The Souls of Black Folk,"Du Bois, W. E. B. (William Edward Burghardt)",en,African Americans,"African American Writers, Category: Essays, Letters & Speeches, Category: History - American",19858,false
1023,Bleak House,"Dickens, Charles",en,"Bildungsromans, Domestic fiction, Guardian and ward -- Fiction","Category: British Literature, Category: Classics of Literature, Category: Novels",19830,false
120,Treasure Island,"Stevenson, Robert Louis",en,"Pirates -- Fiction, Sea stories, Treasure Island (Imaginary place) -- Fiction","Best Books Ever Listings, Category: Adventure, Category: British Literature",19555,false
42324,"Frankenstein; Or, The Modern Prometheus","Shelley, Mary Wollstonecraft",en,"Frankenstein's monster (Fictitious character) -- Fiction, Frankenstein, Victor (Fictitious character) -- Fiction, Gothic fiction","Category: British Literature, Category: Classics of Literature, Category: Novels",19394,false
39635,"The best short stories of 1918, and the yearbook of the American short story",Unknown,en,"American fiction -- 20th century, Short stories -- 20th century -- Bibliography, Short stories -- 20th century -- Indexes","Category: American Literature, Category: Short Stories",19175,false
1727,The Odyssey: Rendered into English prose for the use of those who cannot read the original,Homer,en,"Epic poetry, Greek -- Translations into English, Homer -- Translations into English, Odysseus, King of Ithaca (Mythological character)","Category: Classics of Literature, Category: Mythology, Legends & Folklore, Category: Poetry",19064,false
2852,The Hound of the Baskervilles,"Doyle, Arthur Conan",en,"Blessing and cursing -- Fiction, Dartmoor (England) -- Fiction, Detective and mystery stories","Bestsellers, American, 1895-1923, Category: British Literature, Category: Classics of Literature",18854,false
34901,On Liberty,"Mill, John Stuart",en,Liberty,"Category: Philosophy & Ethics, Philosophy",18567,false
3206,Moby Multiple Language Lists of Common Words,"Ward, Grady",en,Words and phrase lists -- English,"Category: Encyclopedias/Dictionaries/Reference, Category: Language & Communication",18309,false
15399,"The Interesting Narrative of the Life of Olaudah Equiano, Or Gustavus Vassa, The African: Written By Himself","Equiano, Olaudah",en,"Enslaved persons -- Great Britain -- Biography, Enslaved persons -- United States -- Biography, Equiano, Olaudah, 1745-1797","Africa, Category: Biographies, Category: History - Modern (1750+)",18272,false
23,"Narrative of the Life of Frederick Douglass, an American Slave","Douglass, Frederick",en,"Abolitionists -- United States -- Biography, African American abolitionists -- Biography, Douglass, Frederick, 1818-1895","African American Writers, Category: Biographies, Category: History - American",18076,false
72679,"The lesser Key of Solomon, Goetia, the book of evil spirits : $b contains two hundred diagrams and seals for invocation and convocation of spirits, necromancy, witchcraft and black art",Unknown,en,"Magic, Occultism",Category: Religion/Spirituality,17763,false
26184,Simple Sabotage Field Manual,United States. Office of Strategic Services,en,Sabotage,"Category: History - Modern (1750+), Category: History - Warfare",17642,false
1399,Anna Karenina,"Tolstoy, Leo, graf",en,"Adultery -- Fiction, Didactic fiction, Love stories","Best Books Ever Listings, Category: Classics of Literature, Category: Novels",17634,false
8800,The divine comedy,Dante Alighieri,en,"Epic poetry, Italian -- Translations into English, Italian poetry -- To 1400 -- Translations into English","Best Books Ever Listings, Category: Classics of Literature, Category: Poetry",17264,false
60976,Rip Van Winkle,"Irving, Washington",en,"Catskill Mountains Region (N.Y.) -- History -- 18th century -- Fiction, Fantasy fiction, Hudson River (N.Y. and N.J.) -- Fiction","Category: American Literature, Category: Mythology, Legends & Folklore, Category: Science-Fiction & Fantasy",16584,false
779,The Tragical History of Doctor Faustus: From the Quarto of 1604,"Marlowe, Christopher",en,"Faust, -approximately 1540 -- Drama, Germany -- Drama, Magicians -- Drama","Category: British Literature, Category: Classics of Literature, Category: Plays/Films/Dramas",16188,false
27827,"The Kama Sutra of Vatsyayana: Translated From the Sanscrit in Seven Parts With Preface, Introduction and Concluding Remarks",Vatsyayana,en,"Love, Sex","Banned Books from Anne Haight's list, Category: Mythology, Legends & Folklore, Category: Philosophy & Ethics",15823,false
10007,Carmilla,"Le Fanu, Joseph Sheridan",en,"Vampires -- Fiction, Young women -- Fiction","Category: British Literature, Category: Classics of Literature, Category: Novels",15761,false
1497,The Republic,Plato,en,"Classical literature, Justice -- Early works to 1800, Political science -- Early works to 1800","Category: Classics of Literature, Category: Philosophy & Ethics, Philosophy",15640,false
16,Peter Pan : $b [Peter and Wendy],"Barrie, J. M. (James Matthew)",en,"Fairies -- Fiction, Fantasy literature, Never-Never Land (Imaginary place) -- Fiction","Category: Adventure, Category: British Literature, Category: Children & Young Adult Reading",15303,false
135,Les Misérables,"Hugo, Victor",en,"Epic literature, Ex-convicts -- Fiction, Historical fiction","Banned Books from Anne Haight's list, Category: Classics of Literature, Category: French Literature",15280,false
30254,The Romance of Lust: A classic Victorian erotic novel,Anonymous,en,"Corporal punishment -- Fiction, Erotic fiction, Incest -- Fiction",Category: Sexuality & Erotica,15249,false
26,Paradise Lost,"Milton, John",en,"Adam (Biblical figure) -- Poetry, Bible. Genesis -- History of Biblical events -- Poetry, Eve (Biblical figure) -- Poetry","Category: British Literature, Category: Classics of Literature, Category: Poetry",15008,false
161,Sense and Sensibility,"Austen, Jane",en,"Domestic fiction, England -- Fiction, England -- Social life and customs -- 19th century -- Fiction","Category: British Literature, Category: Classics of Literature, Category: Novels",14967,false
829,Gulliver's Travels into Several Remote Nations of the World,"Swift, Jonathan",en,"Fantasy fiction, Gulliver, Lemuel (Fictitious character) -- Fiction, Satire","Banned Books from Anne Haight's list, Best Books Ever Listings, Category: Adventure",14852,false
514,Little Women,"Alcott, Louisa May",en,"Autobiographical fiction, Bildungsromans, Domestic fiction","Category: American Literature, Category: Classics of Literature, Category: Novels",14821,false
5131,Childe Harold's Pilgrimage,"Byron, George Gordon Byron, Baron",en,"English poetry, Pilgrims and pilgrimages -- Europe -- Poetry, Voyages and travels -- Poetry","Category: British Literature, Category: Classics of Literature, Category: Poetry",14615,false
996,Don Quixote,"Cervantes Saavedra, Miguel de",en,"Knights and knighthood -- Spain -- Fiction, Picaresque literature, Romances","Best Books Ever Listings, Category: Classics of Literature, Category: Novels",14508,false
2680,Meditations,"Marcus Aurelius, Emperor of Rome",en,"Ethics, Life, Stoics","Category: Biographies, Category: Classics of Literature, Category: Philosophy & Ethics",14346,false
8438,The Ethics of Aristotle,Aristotle,en,Ethics,"Category: Classics of Literature, Category: Philosophy & Ethics, Classical Antiquity",14325,false
219,Heart of Darkness,"Conrad, Joseph",en,"Africa -- Fiction, Degeneration -- Fiction, Europeans -- Africa -- Fiction","Best Books Ever Listings, Category: British Literature, Category: Classics of Literature",14281,false
20203,Autobiography of Benjamin Franklin,"Franklin, Benjamin",en,"Franklin, Benjamin, 1706-1790, Statesmen -- United States -- Biography","Category: American Literature, Category: Biographies, Category: History - American",14157,false
730,Oliver Twist,"Dickens, Charles",en,"Bildungsromans, Boys -- Fiction, Criminals -- Fiction","Category: British Literature, Category: Classics of Literature, Category: Novels",14036,false
17199,"Golden Days for Boys and Girls, Vol. XII, Jan. 3, 1891",Various,en,Children's literature -- Periodicals,"Category: Adventure, Category: Children & Young Adult Reading, Golden Days for Boys and Girls",13880,false
24571,Der Struwwelpeter: oder lustige Geschichten und drollige Bilder,"Hoffmann, Heinrich",de,"Behavior -- Fiction, Children -- Conduct of life -- Juvenile fiction, Children's poetry, German","Category: Children & Young Adult Reading, Category: German Literature, Category: Humour",13850,false
244,A Study in Scarlet,"Doyle, Arthur Conan",en,"Detective and mystery stories, England -- Fiction, Holmes, Sherlock (Fictitious character) -- Fiction","Category: British Literature, Category: Crime, Thrillers and Mystery, Category: Novels",13759,false
4280,The Critique of Pure Reason,"Kant, Immanuel",en,"Causation, Knowledge, Theory of, Philosophy, German","Category: Philosophy & Ethics, Philosophy",13674,false
52206,隨園詩話,"Yuan, Mei",zh,Chinese poetry -- History and criticism,"Category: Essays, Letters & Speeches, Category: Poetry",13643,false
1600,Symposium,Plato,en,"Classical literature, Love -- Early works to 1800, Philosophy, Ancient","Category: Classics of Literature, Category: Philosophy & Ethics",13262,false
110,Tess of the d'Urbervilles: A Pure Woman,"Hardy, Thomas",en,"Children of clergy -- Fiction, Children of the rich -- Fiction, Didactic fiction","Banned Books from Anne Haight's list, Category: British Literature, Category: Classics of Literature",12899,false
20228,Noli Me Tangere,"Rizal, José",tl,"Historical fiction, Philippines -- History -- 1812-1898 -- Fiction",Category: Novels,12880,false
26225,Fifteen Thousand Useful Phrases,"Kleiser, Grenville",en,English language -- Terms and phrases,"",12815,false
2814,Dubliners,"Joyce, James",en,"Dublin (Ireland) -- Fiction, Short stories","Banned Books from Anne Haight's list, Category: British Literature, Category: Short Stories",12741,false
1251,Le Morte d'Arthur: Volume 1,"Malory, Thomas, Sir",en,"Arthur, King -- Legends, Arthurian romances","Arthurian Legends, Category: British Literature, Category: Classics of Literature",12674,false
52319,"The Genealogy of Morals: The Complete Works, Volume Thirteen, edited by Dr. Oscar Levy.","Nietzsche, Friedrich Wilhelm",en,Ethics,Category: Philosophy & Ethics,12639,false
409,"Poems on various subjects, religious and moral","Wheatley, Phillis",en,"American poetry, American poetry -- African American authors","African American Writers, Category: American Literature, Category: Poetry",12574,false
2000,Don Quijote,"Cervantes Saavedra, Miguel de",es,"Knights and knighthood -- Spain -- Fiction, Picaresque literature, Romances","6 Best Loved Spanish Literary Classics, Best Books Ever Listings, Category: Classics of Literature",12499,false
3300,An Inquiry into the Nature and Causes of the Wealth of Nations,"Smith, Adam",en,Economics,"Best Books Ever Listings, Category: Economics, Category: History - Early Modern (c. 1450-1750)",12370,false
7241,"Fables of La Fontaine — a New Edition, with Notes","La Fontaine, Jean de",en,"Fables, French -- Translations into English","Category: Classics of Literature, Category: French Literature, Category: Mythology, Legends & Folklore",12265,false
10,The King James Version of the Bible,Unknown,en,Bible,"Banned Books List from the American Library Association, Category: Classics of Literature, Category: Religion/Spirituality",12234,false
15272,"Spenser's The Faerie Queene, Book I","Spenser, Edmund",en,"English poetry -- Early modern, 1500-1700, Knights and knighthood -- Poetry, Virtues -- Poetry","Category: British Literature, Category: Classics of Literature, Category: Mythology, Legends & Folklore",12213,false
158,Emma,"Austen, Jane",en,"Bildungsromans, England -- Fiction, Fathers and daughters -- Fiction","Category: British Literature, Category: Novels",12209,false
4217,A Portrait of the Artist as a Young Man,"Joyce, James",en,"Artists -- Fiction, Autobiographical fiction, Bildungsromans","Category: British Literature, Category: Classics of Literature, Category: Novels",12190,false
10676,The Reign of Greed,"Rizal, José",en,"Nationalists -- Philippines -- Fiction, Philippine fiction (Spanish) -- Translations into English, Philippines -- History -- Fiction","Category: Historical Novels, Category: Novels",12175,false
12,Through the Looking-Glass,"Carroll, Lewis",en,"Alice (Fictitious character from Carroll) -- Juvenile fiction, Children's stories, Fantasy fiction","Best Books Ever Listings, Category: British Literature, Category: Children & Young Adult Reading",12167,false
815,Democracy in America — Volume 1,"Tocqueville, Alexis de",en,"Democracy -- United States, United States -- Politics and government, United States -- Social conditions","Category: History - American, Category: Politics, Category: Sociology",12088,false
1524,Hamlet,"Shakespeare, William",en,"Denmark -- Drama, Fathers -- Death -- Drama, Hamlet (Legendary character) -- Drama","Best Books Ever Listings, Category: British Literature, Category: Classics of Literature",12066,false
27673,Oedipus King of Thebes: Translated into English Rhyming Verse with Explanatory Notes,Sophocles,en,"Oedipus (Greek mythological figure) -- Drama, Tragedies (Drama)","Category: Classics of Literature, Category: Mythology, Legends & Folklore, Category: Plays/Films/Dramas",12010,false
33283,Calculus Made Easy: Being a very-simplest introduction to those beautiful methods which are generally called by the terrifying names of the Differential Calculus and the Integral Calculus,"Thompson, Silvanus P. (Silvanus Phillips)",en,Calculus,Mathematics,11767,false
10615,"An Essay Concerning Humane Understanding, Volume 1: MDCXC, Based on the 2nd Edition, Books 1 and 2","Locke, John",en,"Knowledge, Theory of -- Early works to 1800","Banned Books from Anne Haight's list, Category: Philosophy & Ethics",11713,false
57333,Project Gutenberg Compilation of Short Stories by Chekhov,"Chekhov, Anton Pavlovich",en,"Chekhov, Anton Pavlovich, 1860-1904 -- Translations into English, Russia -- Social life and customs -- Fiction, Russian fiction -- Translations into English","Category: Russian Literature, Category: Short Stories",11472,false
45502,How the Other Half Lives: Studies Among the Tenements of New York,"Riis, Jacob A. (Jacob August)",en,"Poor -- New York (State) -- New York, Tenement houses -- New York (State) -- New York","Category: History - American, Category: Sociology",11310,false
35899,The Philippines a Century Hence,"Rizal, José",en,Philippines,"Category: Essays, Letters & Speeches, Category: History - Modern (1750+), Category: Politics",11253,false
7142,The History of the Peloponnesian War,Thucydides,en,"Greece -- History -- Peloponnesian War, 431-404 B.C.","Category: History - Ancient, Category: History - Warfare",11175,false
67098,Winnie-the-Pooh,"Milne, A. A. (Alan Alexander)",en,"Animals -- Juvenile fiction, Christopher Robin (Fictitious character) -- Juvenile fiction, Eeyore (Fictitious character) -- Juvenile fiction","Category: British Literature, Category: Children & Young Adult Reading, Category: Humour",11153,false
15474,"The Mahabharata of Krishna-Dwaipayana Vyasa, Volume 1: Books 1, 2 and 3",Unknown,en,"Epic literature, Sanskrit","Category: Classics of Literature, Category: Mythology, Legends & Folklore",11131,false
21765,"The Metamorphoses of Ovid, Books I-VII",Ovid,en,"Classical literature, Fables, Latin -- Translations into English, Latin poetry -- Translations into English","Best Books Ever Listings, Category: Classics of Literature, Category: Mythology, Legends & Folklore",11046,false
14591,Faust [part 1]. Translated Into English in the Original Metres,"Goethe, Johann Wolfgang von",en,"Faust, -approximately 1540 -- Drama, German poetry -- Translations into English, Legends -- Germany -- Drama","Banned Books from Anne Haight's list, Best Books Ever Listings, Category: Classics of Literature",11018,false
25219,花月痕,"Wei, Zi'an",zh,"Chinese fiction -- Qing dynasty, 1644-1912","Category: Historical Novels, Category: Novels",10898,false
11030,"Incidents in the Life of a Slave Girl, Written by Herself","Jacobs, Harriet A. (Harriet Ann)",en,"Enslaved persons -- United States -- Biography, Enslaved persons -- United States -- Social conditions, Enslaved women -- United States -- Biography","African American Writers, Category: American Literature, Category: Biographies",10897,false
7700,Lysistrata,Aristophanes,en,"Aristophanes -- Translations into English, Comedy plays, Greece -- History -- Peloponnesian War, 431-404 B.C. -- Drama","Banned Books from Anne Haight's list, Category: Classics of Literature, Category: History - Ancient",10720,false
19942,Candide,Voltaire,en,"Optimism -- Fiction, Satire","Banned Books from Anne Haight's list, Best Books Ever Listings, Category: Classics of Literature",10699,false
26296,"Les mille et une nuits, tome premier",Unknown,fr,"Fairy tales, Tales -- Arab countries","",10645,false
786,Hard Times,"Dickens, Charles",en,"Domestic fiction, Education -- Fiction, England -- Fiction","Category: British Literature, Category: Novels",10598,false
600,Notes from the Underground,"Dostoyevsky, Fyodor",en,"Political fiction, Russia -- History -- 1801-1917 -- Fiction, Russia -- Officials and employees -- Fiction","Category: Novels, Category: Russian Literature",10526,false
57426,Baron Trump's Marvellous Underground Journey,"Lockwood, Ingersoll",en,"Adventure stories, Conduct of life -- Juvenile fiction, Courtship -- Juvenile fiction","Category: Adventure, Category: Children & Young Adult Reading, Category: Novels",10477,false
5740,Tractatus Logico-Philosophicus,"Wittgenstein, Ludwig","de, en","Language and languages -- Philosophy, Logic, Symbolic and mathematical","DE Sachbuch, Mathematics, Nobel Prizes in Literature",10451,false
22789,On the Duties of the Clergy,"Ambrose, Saint, Bishop of Milan",en,"Ambrose, Saint, Bishop of Milan, -397, Asceticism -- History -- Early church, ca. 30-600, Christian ethics -- History -- Early church, ca. 30-600","",10416,false
