gutenberg_id,title,authors,languages,subjects,bookshelves,download_count,copyright
284,The House of Mirth,"Wharton, Edith",en,"New York (N.Y.) -- Fiction, Psychological fiction, Single women -- Fiction","Bestsellers, American, 1895-1923, Category: American Literature, Category: Novels",4241,false
26272,The Spy,"Cooper, James Fenimore",en,"Domestic fiction, Historical fiction, New York (State) -- History -- Revolution, 1775-1783 -- Fiction","",4239,false
2449,The Common Law,"Holmes, Oliver Wendell",en,Common law,"Category: History - Other, Category: Law & Criminology, United States Law",4238,false
1279,Poems and Songs of Robert Burns,"Burns, Robert",en,"Scotland -- Poetry, Songs, Scots -- Scotland -- Texts","Category: Classics of Literature, Category: Poetry, Harvard Classics",4229,false
1597,Andersen's Fairy Tales,"Andersen, H. C. (Hans Christian)",en,"Children's stories, Danish -- Translations into English, Fairy tales, Fairy tales -- Denmark","Best Books Ever Listings, Category: Children & Young Adult Reading, Category: Classics of Literature",4226,false
60688,"The Natural History of Pliny, Volume 5 (of 6)","Pliny, the Elder",en,Natural history -- Pre-Linnean works,"Category: History - Ancient, Category: Nature/Gardening/Animals, Category: Science - Biology",4220,false
3189,Sketches New and Old,"Twain, Mark",en,"Humorous stories, American, United States -- Social life and customs -- Fiction","Category: American Literature, Category: Humour, Category: Short Stories",4215,false
64908,What Is Art?,"Tolstoy, Leo, graf",en,"Arts -- Philosophy, Arts and morals","Category: Art, Category: Philosophy & Ethics",4215,false
18600,Mi Ultimo Adiós,"Rizal, José",es,Poetry,Category: Poetry,4206,false
49297,The Works of William Shakespeare [Cambridge Edition] [Vol. 5 of 9],"Shakespeare, William",en,English drama,"Category: British Literature, Category: Classics of Literature, Category: Historical Novels",4193,false
5427,Emile,"Rousseau, Jean-Jacques",en,Education -- Early works to 1800,"Banned Books from Anne Haight's list, Category: Philosophy & Ethics, Category: Teaching & Education",4188,false
1254,Cyrano de Bergerac,"Rostand, Edmond",en,"Authors, French -- 17th century -- Drama, Cyrano de Bergerac, 1619-1655 -- Drama, France -- History -- 17th century -- Drama","Category: French Literature, Category: Plays/Films/Dramas",4181,false
36805,Spanish Tales for Beginners,Unknown,es,Spanish language -- Readers,Category: Short Stories,4174,false
8578,The Grand Inquisitor,"Dostoyevsky, Fyodor",en,"Christian fiction, Jesus Christ -- Fiction","Category: Philosophy & Ethics, Category: Plays/Films/Dramas, Category: Religion/Spirituality",4162,false
10625,A Concise Dictionary of Middle English from A.D. 1150 to 1580,"Mayhew, A. L. (Anthony Lawson), Skeat, Walter W. (Walter William)",en,"English language -- Middle English, 1100-1500 -- Dictionaries","Category: Encyclopedias/Dictionaries/Reference, Category: Language & Communication",4162,false
51,Anne of the Island,"Montgomery, L. M. (Lucy Maud)",en,"Canada -- History -- 1914-1945 -- Fiction, Interpersonal relations -- Fiction, Nova Scotia -- History -- 20th century -- Fiction","Canada, Category: Children & Young Adult Reading, Category: Novels",4149,false
60479,"1900; or, The last President","Lockwood, Ingersoll",en,United States -- Politics and government -- Fiction,"Category: American Literature, Category: Novels, Category: Politics",4148,false
9622,"Lyrical Ballads, With a Few Other Poems (1798)","Coleridge, Samuel Taylor, Wordsworth, William",en,English poetry -- 18th century,"Category: British Literature, Category: Classics of Literature, Category: Poetry",4144,false
7986,"Plays by Anton Chekhov, Second Series","Chekhov, Anton Pavlovich",en,"Chekhov, Anton Pavlovich, 1860-1904 -- Translations into English, Russian drama -- Translations into English","Category: Plays/Films/Dramas, Category: Russian Literature, One Act Plays",4129,false
421,Kidnapped,"Stevenson, Robert Louis",en,"Adventure and adventurers -- Fiction, Historical fiction, Kidnapping -- Fiction","Adventure, Best Books Ever Listings, Category: Adventure",4114,false
22981,Letters of Two Brides,"Balzac, Honoré de",en,"Epistolary fiction, French fiction -- Translations into English, Man-woman relationships -- Fiction","",4108,false
2130,Utopia,"More, Thomas, Saint",en,Utopias -- Early works to 1800,"Category: British Literature, Category: Classics of Literature, Category: Philosophy & Ethics",4097,false
70652,At the mountains of madness,"Lovecraft, H. P. (Howard Phillips)",en,"Antarctica -- Fiction, Fantasy fiction, Fossils -- Collection and preservation -- Fiction","Category: American Literature, Category: Crime, Thrillers and Mystery, Category: Novels",4079,false
56712,The Comic Poems of Thomas Hood: A New and Complete Edition,"Hood, Thomas",en,"English poetry -- 19th century, English wit and humor","Category: British Literature, Category: Humour, Category: Poetry",4078,false
45368,The Outline of History: Being a Plain History of Life and Mankind,"Wells, H. G. (Herbert George)",en,World history,"Bestsellers, American, 1895-1923, Category: History - Other",4061,false
28500,All About Coffee,"Ukers, William H. (William Harrison)",en,"Coffee, Coffee Industry, Drinking customs","Category: Cooking & Drinking, Category: History - Other",4055,false
58804,"Die Deutschen Familiennamen, geschichtlich, geographisch, sprachlich","Heintze, Albert",de,"Names, Personal -- German","Category: German Literature, Category: History - European, Category: Language & Communication",4053,false
204,The innocence of Father Brown,"Chesterton, G. K. (Gilbert Keith)",en,"Brown, Father (Fictitious character) -- Fiction, Catholics -- Fiction, Clergy -- Fiction","Category: British Literature, Category: Crime, Thrillers and Mystery, Category: Short Stories",4052,false
1756,Uncle Vanya: Scenes from Country Life in Four Acts,"Chekhov, Anton Pavlovich",en,"Country life -- Russia -- Drama, Families -- Russia -- Drama, Russia -- Social life and customs -- Drama","Category: Plays/Films/Dramas, Category: Russian Literature",4043,false
48433,Kant's Critique of Judgement,"Kant, Immanuel",en,"Judgment (Aesthetics), Judgment (Logic), Teleology",Category: Philosophy & Ethics,4038,false
257,Troilus and Criseyde,"Chaucer, Geoffrey",en,"Cressida (Fictitious character) -- Poetry, Troilus (Legendary character) -- Poetry, Trojan War -- Poetry","Category: British Literature, Category: Classics of Literature, Category: Poetry",4021,false
3268,The Mysteries of Udolpho,"Radcliffe, Ann Ward",en,"Castles -- Fiction, Gothic fiction, Guardian and ward -- Fiction","Category: British Literature, Category: Classics of Literature, Category: Crime, Thrillers and Mystery",4016,false
4081,The Alchemist,"Jonson, Ben",en,"Alchemists -- Drama, City and town life -- Drama, English drama (Comedy)","Category: British Literature, Category: Humour, Category: Plays/Films/Dramas",3999,false
23717,Jabberwocky,"Carroll, Lewis",en,"Fantasy poetry, Nonsense verses",Children's Literature,3994,false
6762,Politics: A Treatise on Government,Aristotle,en,Political science -- Early works to 1800,"Category: Classics of Literature, Category: History - Ancient, Category: Philosophy & Ethics",3993,false
19513,A Journey to the Center of the Earth,"Verne, Jules",en,"Adventure stories, Earth (Planet) -- Core -- Fiction, Science fiction",Science Fiction,3993,false
38269,A History of the Philippines,"Barrows, David P.",en,Philippines -- History,Category: History - Other,3986,false
23841,漢書,"Ban, Gu",zh,"China -- History -- Han dynasty, 202 B.C.-220 A.D.",Category: History - Other,3984,false
1064,The Masque of the Red Death,"Poe, Edgar Allan",en,"Horror tales, American","Category: American Literature, Category: Short Stories",3971,false
50572,Goethe's Theory of Colours,"Goethe, Johann Wolfgang von",en,Color,"Category: Art, Category: Philosophy & Ethics, Category: Science - Physics",3967,false
155,The Moonstone,"Collins, Wilkie",en,"Country homes -- Fiction, East Indians -- England -- Fiction, England -- Fiction","Category: British Literature, Category: Crime, Thrillers and Mystery, Category: Novels",3966,false
23712,Tarzan of the Apes,"Burroughs, Edgar Rice",en,"Adventure stories, Africa -- Fiction, British -- Africa -- Fiction","",3964,false
77238,The Nobel Prize winners in literature,"Marble, Annie Russell",en,"Authors, Literature -- History and criticism, Nobel Prize winners","",3960,false
77221,"Two girls and a mystery : $b or, The old house in the glen","Barton, May Hollis",en,"Haunted houses -- Juvenile fiction, Kidnapping -- Juvenile fiction, Mystery and detective stories","",3956,false
38485,"Ancient Pagan and Modern Christian Symbolism: With an Essay on Baal Worship, on the Assyrian Sacred ""Grove,"" and Other Allied Symbols","Inman, Thomas, Newton, John, M.R.C.S.E.",en,"Christian art and symbolism, Symbolism","Category: History - Ancient, Category: History - Religious, Category: Religion/Spirituality",3953,false
1056,Martin Eden,"London, Jack",en,"Authors -- Fiction, Autobiographical fiction, Bildungsromans","Category: American Literature, Category: Novels",3952,false
5682,Fundamental Principles of the Metaphysic of Morals,"Kant, Immanuel",en,"Ethics, Philosophy, German",Category: Philosophy & Ethics,3944,false
974,The Secret Agent: A Simple Tale,"Conrad, Joseph",en,"Anarchists -- Fiction, Bombings -- Fiction, Conspiracies -- Fiction","Category: British Literature, Category: Crime, Thrillers and Mystery, Category: Novels",3933,false
114,The Tenniel Illustrations for Carroll's Alice in Wonderland,"Tenniel, John",en,"Children's stories, Fantasy fiction","",3931,false
13437,Best Russian Short Stories,Unknown,en,"Short stories, Russian -- Translations into English","Category: Russian Literature, Category: Short Stories, Short Stories",3923,false
19576,Anne of Green Gables,"Montgomery, L. M. (Lucy Maud)",en,"Bildungsromans, Canada -- History -- 1867-1914 -- Fiction, Country life -- Prince Edward Island -- Fiction",Children's Literature,3913,false
59131,"The Natural History of Pliny, Volume 3 (of 6)","Pliny, the Elder",en,Natural history -- Pre-Linnean works,"Category: Classics of Literature, Category: History - Ancient, Category: Nature/Gardening/Animals",3911,false
7221,文淵閣四庫全書,Various,zh,"","Category: History - Other, Category: Philosophy & Ethics",3906,false
1268,The Mysterious Island,"Verne, Jules",en,"Adventure stories, Castaways -- Fiction, Islands of the Pacific -- Fiction","Category: Adventure, Category: French Literature, Category: Novels",3905,false
27218,臺灣外紀,"Jiang, Risheng, active 1692",zh,"Taiwan -- History -- To 1895, Zheng, Chenggong, 1624-1662","Category: History - Modern (1750+), Category: History - Other, Category: History - Warfare",3904,false
37734,Some Jewish Witnesses For Christ,"Bernstein, Aaron",en,"Christian converts from Judaism -- Biography, Missions to Jews","Category: Biographies, Category: History - Religious",3897,false
1656,Apology,Plato,en,"Classical literature, Philosophy, Ancient, Socrates, 470 BC-399 BC","Category: Classics of Literature, Category: Philosophy & Ethics, Harvard Classics",3896,false
13726,"Apology, Crito, and Phaedo of Socrates",Plato,en,"Socrates, 470 BC-399 BC","Category: Classics of Literature, Category: Philosophy & Ethics, Harvard Classics",3895,false
34321,Syndrome,"Hoover, Thomas",en,"Human experimentation in medicine -- Fiction, Suspense fiction","Category: Crime, Thrillers and Mystery, Category: Novels, Category: Science - Biology",3888,true
23639,Plutarch's Morals,Plutarch,en,Ethics -- Early works to 1800,"Category: Classics of Literature, Category: Essays, Letters & Speeches, Category: Philosophy & Ethics",3884,false
6043,The Spanish Tragedie,"Kyd, Thomas",en,"English drama, Tragedies (Drama)","Category: British Literature, Category: Plays/Films/Dramas",3882,false
65238,The Secret of Chimneys,"Christie, Agatha",en,"Battle, Superintendent (Fictitious character) -- Fiction, Detective and mystery stories, Police -- England -- Fiction","Category: Adventure, Category: British Literature, Category: Crime, Thrillers and Mystery",3881,false
5186,Kalevala : the Epic Poem of Finland — Complete,Unknown,en,Finnish poetry -- Translations into English,"Category: Mythology, Legends & Folklore, Category: Poetry",3879,false
17192,The Raven,"Poe, Edgar Allan",en,"Fantasy poetry, American, Ravens -- Poetry","Bibliomania, Category: American Literature, Category: Poetry",3869,false
2488,Twenty Thousand Leagues Under the Seas: An Underwater Tour of the World,"Verne, Jules",en,"Adventure stories, Science fiction, Sea stories","Category: Adventure, Category: Classics of Literature, Category: French Literature",3868,true
1522,Julius Caesar,"Shakespeare, William",en,"Assassins -- Drama, Brutus, Marcus Junius, 85 B.C.?-42 B.C. -- Drama, Caesar, Julius -- Assassination -- Drama","Category: British Literature, Category: Classics of Literature, Category: Plays/Films/Dramas",3865,false
21181,Villette,"Brontë, Charlotte",en,"Autobiographical fiction, British -- Belgium -- Fiction, Brussels (Belgium) -- Fiction","",3861,false
24273,西湖佳話,"Mo, Langzi, pseud.",zh,"Hangzhou (China) -- History -- Fiction, West Lake (China) -- History -- Fiction","Category: Historical Novels, Category: Mythology, Legends & Folklore",3861,false
9830,The Beautiful and Damned,"Fitzgerald, F. Scott (Francis Scott)",en,"Alcoholics -- Fiction, Domestic fiction, Inheritance and succession -- Fiction","Category: American Literature, Category: Novels",3856,false
1150,"The Danish History, Books I-IX","Saxo, Grammaticus",en,"Denmark -- History -- To 1241, Folklore -- Scandinavia","Category: History - Medieval/Middle Ages, Category: Mythology, Legends & Folklore",3854,false
28842,"Don Quixote, Volume 1","Cervantes Saavedra, Miguel de",en,"Knights and knighthood -- Spain -- Fiction, Picaresque literature, Romances","6 Best Loved Spanish Literary Classics, Best Books Ever Listings",3851,false
44886,"The Geography of Strabo, Volume 3 (of 3): Literally Translated, with Notes",Strabo,en,Geography -- Early works to 1800,"Category: History - Ancient, Category: Travel Writing",3848,false
1091,"On Heroes, Hero-Worship, and the Heroic in History","Carlyle, Thomas",en,"Hero worship, Heroes","Category: Essays, Letters & Speeches, Category: History - Other, Category: Philosophy & Ethics",3846,false
23082,The Consolation of Philosophy,Boethius,en,"Happiness, Philosophy and religion",Classical Antiquity,3846,false
51090,"A Polyglot of Foreign Proverbs: Comprising French, German, Dutch, Spanish, Portuguese and Danish, with English Translations and a General Index",Unknown,en,Proverbs,"Category: Encyclopedias/Dictionaries/Reference, Category: Language & Communication",3844,false
2981,"The Memoirs of Jacques Casanova de Seingalt, 1725-1798. Complete","Casanova, Giacomo",en,"Casanova, Giacomo, 1725-1798, Europe -- History -- 18th century -- Biography","Banned Books from Anne Haight's list, Germany",3836,false
26654,Peter and Wendy,"Barrie, J. M. (James Matthew)",en,"Fairies -- Fiction, Fantasy literature, Never-Never Land (Imaginary place) -- Fiction","Category: British Literature, Category: Children & Young Adult Reading, Category: Novels",3833,false
32415,The Nursery Rhymes of England,Unknown,en,"Nursery rhymes, English, Oral tradition -- England","Category: British Literature, Category: Children & Young Adult Reading, Category: Poetry",3826,false
19637,Black Beauty - The Autobiography of a Horse,"Sewell, Anna",en,"Great Britain -- History -- 19th century -- Juvenile fiction, Historical fiction, Horses -- Juvenile fiction",Children's Literature,3820,false
71798,"Delight and power in speech : $b A universal dramatic reader; a new, complete and practical method of securing delight and efficiency in silent and oral reading and private and public speech; together with a large and varied collection of carefully chosen selections in prose and poetry, with chapters on ""The cultivation of the memory"" and ""After dinner speaking.""","James, George Wharton, Nattkemper, Leonard G.",en,Recitations,"Category: How To ..., Category: Language & Communication, Category: Teaching & Education",3814,false
2274,How to Live on 24 Hours a Day,"Bennett, Arnold",en,"Conduct of life, Time management, Values","Bestsellers, American, 1895-1923, Category: How To ..., Category: Philosophy & Ethics",3812,false
70891,Notre-Dame de Paris - Tome 1,"Hugo, Victor",fr,"Clergy -- Fiction, France -- History -- Louis XI, 1461-1483 -- Fiction, Historical fiction","Category: Classics of Literature, Category: French Literature, Category: Historical Novels",3805,false
26469,Rainbow Valley,"Montgomery, L. M. (Lucy Maud)",en,"Canada -- History -- 20th century -- Juvenile fiction, Family life -- Juvenile fiction, Foster home care -- Juvenile fiction","",3804,false
5002,"The Rover Boys in Business; Or, The Search for the Missing Bonds","Stratemeyer, Edward",en,"Brothers -- Juvenile fiction, College students -- Juvenile fiction, Detective and mystery stories","Category: Adventure, Category: Children & Young Adult Reading, Category: Novels",3796,false
11945,Essays of Schopenhauer,"Schopenhauer, Arthur",en,"Philosophy, German","Category: Essays, Letters & Speeches, Category: Philosophy & Ethics",3786,false
3420,A Vindication of the Rights of Woman: With Strictures on Political and Moral Subjects,"Wollstonecraft, Mary",en,"Feminism, Women -- Education -- Great Britain, Women -- History -- 19th century","Best Books Ever Listings, Category: British Literature, Category: Essays, Letters & Speeches",3783,false
38769,A Course of Pure Mathematics: Third Edition,"Hardy, G. H. (Godfrey Harold)",en,"Calculus, Functions",Mathematics,3779,false
5946,"The History of Don Quixote, Volume 2, Complete","Cervantes Saavedra, Miguel de",en,"Knights and knighthood -- Spain -- Fiction, Picaresque literature, Romances","6 Best Loved Spanish Literary Classics, Banned Books from Anne Haight's list, Best Books Ever Listings",3777,false
36542,The American Occupation of the Philippines 1898-1912,"Blount, James H. (James Henderson)",en,"Philippines -- History -- 1898-1946, Philippines -- Politics and government -- 1898-1935","Category: History - American, Category: History - Modern (1750+), Category: History - Other",3777,false
657,The Anglo-Saxon Chronicle,Unknown,en,"Anglo-Saxons -- Early works to 1800, Great Britain -- History -- Anglo-Saxon period, 449-1066 -- Sources","Category: History - British, Category: History - Medieval/Middle Ages",3776,false
29765,Webster's Unabridged Dictionary,Various,en,English language -- Dictionaries,Category: Encyclopedias/Dictionaries/Reference,3776,false
34021,Small Souls,"Couperus, Louis",en,"Families -- Fiction, Netherlands -- Fiction",Category: Novels,3776,false
58866,The Murder on the Links,"Christie, Agatha",en,"Detective and mystery stories, Poirot, Hercule (Fictitious character) -- Fiction, Private investigators -- England -- Fiction","Category: British Literature, Category: Crime, Thrillers and Mystery, Category: Novels",3770,false
28811,Barchester Towers,"Trollope, Anthony",en,"Barchester (England : Imaginary place) -- Fiction, Barsetshire (England : Imaginary place) -- Fiction, Clergy -- Fiction","",3769,false
19506,A Connecticut Yankee in King Arthur's Court,"Twain, Mark",en,"Americans -- Great Britain -- Fiction, Arthurian romances -- Adaptations, Britons -- Fiction",Precursors of Science Fiction,3761,false
21605,"Uncle Remus, his songs and his sayings","Harris, Joel Chandler",en,"African American men -- Literary collections, African Americans -- Folklore -- Literary collections, African Americans -- Songs and music",Children's Literature,3758,false
22456,The Aeneid of Virgil,Virgil,en,"Aeneas (Legendary character) -- Poetry, Epic poetry, Latin -- Translations into English","Category: Classics of Literature, Category: Mythology, Legends & Folklore, Category: Poetry",3758,false
47001,De Officiis,"Cicero, Marcus Tullius","en, la",Ethics -- Early works to 1800,Category: Philosophy & Ethics,3745,false
67138,The Sun Also Rises,"Hemingway, Ernest",en,"Americans -- France -- Fiction, Americans -- Spain -- Fiction, Ashley, Brett (Fictitious character) -- Fiction","Category: American Literature, Category: Classics of Literature, Category: Novels",3742,false
8954,Lady Audley's Secret,"Braddon, M. E. (Mary Elizabeth)",en,"Bigamy -- Fiction, Deception -- Fiction, Domestic fiction","Category: British Literature, Category: Crime, Thrillers and Mystery, Category: Novels",3739,false
1081,Dead Souls,"Gogol, Nikolai Vasilevich",en,"Humorous stories, Russia -- Social life and customs -- 1533-1917 -- Fiction, Satire","Best Books Ever Listings, Category: Novels, Category: Russian Literature",3737,false
4380,Under Fire: The Story of a Squad,"Barbusse, Henri",en,"World War, 1914-1918 -- Fiction","Bestsellers, American, 1895-1923, Category: French Literature, Category: Novels",3736,false
7452,Autobiography of a Yogi,"Yogananda, Paramahansa",en,"Yogananda, Paramahansa, 1893-1952, Yogis -- India -- Biography","Category: Biographies, Category: Religion/Spirituality, Hinduism",3731,false
4397,The Forsyte Saga - Complete,"Galsworthy, John",en,"Domestic fiction, England -- Social life and customs -- 19th century -- Fiction, England -- Social life and customs -- 20th century -- Fiction","Category: British Literature, Category: Classics of Literature, Category: Novels",3730,false
42108,"The slang dictionary : $b Etymological, historical and anecdotal","Hotten, John Camden",en,"English language -- Dialects -- England -- London -- Glossaries, vocabularies, etc., English language -- England -- London -- Slang -- Dictionaries, London (England) -- Languages -- Dictionaries","Category: Encyclopedias/Dictionaries/Reference, Category: History - British, Category: Language & Communication",3730,false
25286,歡喜冤家,Xihuyuyinzhuren,zh,"Chinese fiction -- Ming dynasty, 1368-1644, Erotic literature, Chinese","Category: Historical Novels, Category: Novels, Erotic Fiction",3729,false
65919,History of the Fylde of Lancashire,"Porter, John (Writer on the Fylde of Lancashire)",en,Lancashire (England) -- History,"Category: History - Ancient, Category: History - British, Category: History - Medieval/Middle Ages",3728,false
40580,"A general history of the pyrates : $b from their first rise and settlement in the island of Providence, to the present time","Johnson, Charles, active 1724-1731",en,Pirates -- Early works to 1800,"Category: History - Early Modern (c. 1450-1750), Category: History - European, Category: History - Other",3724,false
2559,"The Forsyte Saga, Volume I.: The Man Of Property","Galsworthy, John",en,"Domestic fiction, England -- Social life and customs -- 19th century -- Fiction, England -- Social life and customs -- 20th century -- Fiction","Category: British Literature, Category: Novels, Nobel Prizes in Literature",3721,false
31591,Language of Flowers,"Greenaway, Kate",en,"Flower language, Flowers -- Poetry","Category: Art, Category: Encyclopedias/Dictionaries/Reference, Category: Nature/Gardening/Animals",3720,false
44125,"The Histories of Polybius, Vol. 1 (of 2)",Polybius,en,"History, Ancient",Category: History - Ancient,3720,false
47,Anne of Avonlea,"Montgomery, L. M. (Lucy Maud)",en,"Canada -- History -- 1914-1945 -- Fiction, Islands -- Fiction, Orphans -- Fiction","Canada, Category: British Literature, Category: Children & Young Adult Reading",3718,false
19616,Aesop's Fables - Volume 01,Aesop,en,"Fables, Greek -- Translations into English","",3717,false
503,The Blue Fairy Book,"Lang, Andrew",en,"Fairy tales, Folklore","Category: Adventure, Category: Children & Young Adult Reading, Category: Mythology, Legends & Folklore",3716,false
107,Far from the Madding Crowd,"Hardy, Thomas",en,"Didactic fiction, Farm life -- Fiction, Love stories","Category: British Literature, Category: Novels",3715,false
20593,Anne of Green Gables,"Montgomery, L. M. (Lucy Maud)",en,"Bildungsromans, Canada -- History -- 1867-1914 -- Fiction, Country life -- Prince Edward Island -- Fiction","",3713,false
1112,Romeo and Juliet,"Shakespeare, William",en,"Conflict of generations -- Drama, Juliet (Fictitious character) -- Drama, Romeo (Fictitious character) -- Drama","Category: British Literature, Category: Classics of Literature, Category: Plays/Films/Dramas",3710,false
33870,Chess Fundamentals,"Capablanca, José Raúl",en,Chess,"Category: How To ..., Category: Sports/Hobbies",3708,false
2017,"Dhammapada, a Collection of Verses; Being One of the Canonical Books of the Buddhists",Unknown,en,"Buddhism, Theravada Buddhism -- Sacred texts","Buddhism, Category: Philosophy & Ethics, Category: Poetry",3696,false
2397,"The Story of My Life: With her letters (1887-1901) and a supplementary account of her education, including passages from the reports and letters of her teacher, Anne Mansfield Sullivan, by John Albert Macy","Keller, Helen",en,"Deafblind women -- United States -- Biography, Keller, Helen, 1880-1968","Category: American Literature, Category: Biographies",3693,false
2446,An Enemy of the People,"Ibsen, Henrik",en,"Norwegian drama -- Translations into English, Physicians -- Drama, Pollution -- Drama",Category: Plays/Films/Dramas,3693,false
5683,The Critique of Practical Reason,"Kant, Immanuel",en,"Ethics, Philosophy, German, Practical reason","Banned Books from Anne Haight's list, Category: Philosophy & Ethics",3692,false
17405,The Art of War,"Sunzi, active 6th century B.C.",en,"Military art and science -- Early works to 1800, War -- Early works to 1800",Category: History - Warfare,3689,false
24183,宋史,Tuotuo,zh,"China -- History -- Song dynasty, 960-1279","Category: History - Ancient, Category: History - Other, Category: History - Royalty",3688,false
49260,The History of Orange County New York,Unknown,en,Orange County (N.Y.) -- History,Category: History - American,3685,false
641,The Violet Fairy Book,"Lang, Andrew",en,"Fairy tales, Folklore","Category: Children & Young Adult Reading, Category: Mythology, Legends & Folklore, Children's Literature",3684,false
2350,His last bow : $b Some later reminiscences of Sherlock Holmes,"Doyle, Arthur Conan",en,"Detective and mystery stories, English, Holmes, Sherlock (Fictitious character) -- Fiction, Private investigators -- England -- Fiction","Category: British Literature, Category: Crime, Thrillers and Mystery, Category: Short Stories",3684,false
20604,Christmas Poetry and Hymn Collection,Various,en,Christmas -- Poetry,Christmas,3684,false
1041,Shakespeare's Sonnets,"Shakespeare, William",en,"English poetry, Sonnets, English","Category: British Literature, Category: Classics of Literature, Category: Poetry",3678,false
48320,Adventures of Sherlock Holmes: Illustrated,"Doyle, Arthur Conan",en,"Detective and mystery stories, English, Holmes, Sherlock (Fictitious character) -- Fiction, Private investigators -- England -- Fiction","Category: British Literature, Category: Crime, Thrillers and Mystery, Category: Short Stories",3676,false
1640,Lilith: A Romance,"MacDonald, George",en,Fantasy fiction,"Category: British Literature, Category: Novels, Category: Science-Fiction & Fantasy",3672,false
21175,The Rosary,"Barclay, Florence L. (Florence Louisa)",en,"England -- Fiction, Rich people -- Fiction","Bestsellers, American, 1895-1923",3668,false
202,My Bondage and My Freedom,"Douglass, Frederick",en,"Abolitionists -- United States -- Biography, African American abolitionists -- Biography, Antislavery movements -- United States -- History -- 19th century","African American Writers, Category: American Literature, Category: Biographies",3651,false
2002,Sonnets from the Portuguese,"Browning, Elizabeth Barrett",en,"Love poetry, English, Sonnets, English","Category: British Literature, Category: Poetry, Category: Romance",3648,false
21143,"Las Fábulas de Esopo, Vol. 01","Aesop, Townsend, George Fyler",es,"Fables, Greek -- Translations into Spanish","",3648,false
47677,"Ars Amatoria; or, The Art Of Love: Literally Translated into English Prose, with Copious Notes",Ovid,en,"Latin poetry -- Adaptations, Latin poetry -- Translations into English","Category: Classics of Literature, Category: Poetry",3647,false
44621,"Motion pictures, 1960-1969 : $b Catalog of copyright entries",Library of Congress. Copyright Office,en,Motion pictures -- Catalogs,Category: Encyclopedias/Dictionaries/Reference,3646,false
57821,Scenes in the Life of Harriet Tubman,"Bradford, Sarah H. (Sarah Hopkins)",en,"African Americans -- Biography, Enslaved persons -- United States -- Biography, Tubman, Harriet, 1822-1913","Category: Biographies, Category: History - American",3645,false
19600,Jerome Cardan: A Biographical Study,"Waters, W. G. (William George)",en,"Cardano, Girolamo, 1501-1576, Mathematicians -- Biography","Category: Biographies, Category: Health & Medicine, Category: History - Early Modern (c. 1450-1750)",3644,false
19800,London and the Kingdom - Volume 1: A History Derived Mainly from the Archives at Guildhall in the Custody of the Corporation of the City of London.,"Sharpe, Reginald R. (Reginald Robinson)",en,London (England) -- History,"Category: History - British, Category: History - European, United Kingdom",3639,false
23962,西遊記,"Wu, Cheng'en",zh,"Chinese fiction -- Ming dynasty, 1368-1644, Folklore -- China, Legends -- China","Category: Adventure, Category: Mythology, Legends & Folklore, Category: Science-Fiction & Fantasy",3631,false
58221,La Odisea,Homer,es,"Epic poetry, Greek -- Translations into Spanish, Odysseus, King of Ithaca (Mythological character)","Category: Classics of Literature, Category: Mythology, Legends & Folklore, Category: Poetry",3627,false
77328,"The best short stories of 1925, and the yearbook of the American short story",Unknown,en,"American fiction -- 20th century, Short stories -- 20th century -- Bibliography, Short stories -- 20th century -- Indexes","",3625,false
42671,Pride and Prejudice,"Austen, Jane",en,"Courtship -- Fiction, Domestic fiction, England -- Fiction","Best Books Ever Listings, Category: British Literature, Category: Classics of Literature",3624,false
61262,Poirot Investigates,"Christie, Agatha",en,"Belgians -- England -- Fiction, Detective and mystery stories, English, Poirot, Hercule (Fictitious character) -- Fiction","Category: British Literature, Category: Crime, Thrillers and Mystery, Category: Short Stories",3618,false
4039,"Volpone; Or, The Fox","Jonson, Ben",en,"English drama (Comedy), English drama -- 17th century, Extortion -- Drama","Category: British Literature, Category: Plays/Films/Dramas",3616,false
12045,"Women in the fine arts, from the Seventh Century B.C. to the Twentieth Century A.D.","Waters, Clara Erskine Clement",en,Women artists -- Biography,"Category: Art, Category: Gender & Sexuality Studies, Category: History - Other",3613,false
26265,Rilla of Ingleside,"Montgomery, L. M. (Lucy Maud)",en,"Country life -- Canada -- Juvenile fiction, Prince Edward Island -- Juvenile fiction, World War, 1914-1918 -- Prince Edward Island -- Juvenile fiction","",3612,false
221,The Return of Sherlock Holmes,"Doyle, Arthur Conan",en,"Detective and mystery stories, English, Holmes, Sherlock (Fictitious character) -- Fiction, Private investigators -- England -- Fiction","Category: British Literature, Category: Crime, Thrillers and Mystery, Category: Short Stories",3611,false
11870,"The Country of the Blind, and Other Stories","Wells, H. G. (Herbert George)",en,"Science fiction, English","Category: British Literature, Category: Short Stories, Science Fiction",3610,false
13707,Twice-told tales,"Hawthorne, Nathaniel",en,"Historical fiction, American, New England -- Social life and customs -- Fiction, Short stories","Category: American Literature, Category: Short Stories, Children's Literature",3605,false
18947,"The Younger Edda; Also called Snorre's Edda, or The Prose Edda",Snorri Sturluson,en,"Mythology, Norse, Scalds and scaldic poetry","Category: Mythology, Legends & Folklore",3599,false
